,id,title,text,entity,negative,key_entity,our_negative,our_key_entity
922,1829,????#扫黑除恶[超话]##小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##恒丰银行与小资钱包1[超话]##小资钱包涉嫌诈骗[超话]#七问经侦，小资钱包出借受害人期待执法透明：  1.冻结小资平台账户多少钱？  2.有没有追查北京正聚源通鼎信用管理有限公司，控制孙正、伟强、张赛相关涉案资产？  3.我们出借 ?????,????#扫黑除恶[超话]##小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##恒丰银行与小资钱包1[超话]##小资钱包涉嫌诈骗[超话]#七问经侦，小资钱包出借受害人期待执法透明：  1.冻结小资平台账户多少钱？  2.有没有追查北京正聚源通鼎信用管理有限公司，控制孙正、伟强、张赛相关涉案资产？  3.我们出借 ?????,小资钱包;恒丰银行;北京正聚源通鼎信用管理有限公司,1,小资钱包;北京正聚源通鼎信用管理有限公司,1,恒丰银行;小资钱包;北京正聚源通鼎信用管理有限公司
943,1877,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##打黑除恶[超话]#@北京海淀法院 @北京检察 @海淀公安分局 @海淀在线 @中国新闻社 @北京发布 海淀公安分局  领导您们好： 小资钱包诈骗事实：1虚构房产证，平台向出借人公开标的都是北京房产但都 ?????,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##打黑除恶[超话]#@北京海淀法院 @北京检察 @海淀公安分局 @海淀在线 @中国新闻社 @北京发布 海淀公安分局  领导您们好： 小资钱包诈骗事实：1虚构房产证，平台向出借人公开标的都是北京房产但都 ?????,小资钱包;恒丰银行,1,小资钱包,1,恒丰银行;小资钱包
945,1885,#恒丰银行与小资钱包1[超话]#小资钱包平台待收4.4亿，2019年4月26日立案没有通报冻结资产多少钱，来自全国各地出借受害于2018年11月12日，12月24日，2019年1月30日三次报案，海淀经侦不受理、不接受，说在管控，那请问你们海淀经侦管控的钱呢？去哪了？你们海淀经侦就是帮凶，帮着小资钱包平台把钱转移...全文：  ?,#恒丰银行与小资钱包1[超话]#小资钱包平台待收4.4亿，2019年4月26日立案没有通报冻结资产多少钱，来自全国各地出借受害于2018年11月12日，12月24日，2019年1月30日三次报案，海淀经侦不受理、不接受，说在管控，那请问你们海淀经侦管控的钱呢？去哪了？你们海淀经侦就是帮凶，帮着小资钱包平台把钱转移...全文： http://m.weibo.cn/6923459853/4382247710779575 ?,小资钱包;恒丰银行,1,小资钱包,1,恒丰银行;小资钱包
952,1904,3月23日，红岭创投创始人周世平在公司官网“红岭社区”专栏发布《虽然是清盘，但不是说再见!》的帖子。根据帖子内容，红岭创投2021年12月底清盘平台线上债权资产，未到期部分债权由红岭控股全额收购。 红岭创投2009年3月正式上线运营，老板是“华南网贷教父”周世平，至今累计融资总人数为130543人，累...全文：  ?,3月23日，红岭创投创始人周世平在公司官网红岭社区专栏发布《虽然是清盘，但不是说再见!》的帖子。根据帖子内容，红岭创投2021年12月底清盘平台线上债权资产，未到期部分债权由红岭控股全额收购。 红岭创投2009年3月正式上线运营，老板是华南网贷教父周世平，至今累计融资总人数为130543人，累...全文： http://m.weibo.cn/6932937016/4353674949830460 ?,红岭创投;红岭控股,1,红岭创投,1,红岭创投;红岭控股
954,1908,????#打黑除恶[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]# 尊敬的中央扫黑除恶第11督导组：  我们是资易贷（北京）金融信息服务有限公司旗下“小资钱包”平台的出借受害人，平台有经济学家国务院参事任玉岭、国务院国资委主席解 ?????,????#打黑除恶[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]# 尊敬的中央扫黑除恶第11督导组：  我们是资易贷（北京）金融信息服务有限公司旗下小资钱包平台的出借受害人，平台有经济学家国务院参事任玉岭、国务院国资委主席解 ?????,资易贷（北京）金融信息服务有限公司;小资钱包;恒丰银行;资易贷,1,资易贷（北京）金融信息服务有限公司;小资钱包,1,恒丰银行;资易贷（北京）金融信息服务有限公司;小资钱包
962,1924,情报：环迅支付涉违规扣费争端；红岭创投将于8月5日进行第十四次兑付；信融财富宣布良性退出,首页 >  资讯 >正文【摘要】金评媒带您看互金圈大小事：环迅支付涉违规扣费争端；红岭创投将于8月5日进行第十四次兑付；信融财富宣布良性退出 ?·?? 4小时前 {IMG:1} ??? 监管 银保监会：不断改进监管工作 推动民营银行规范发展 银保监会24日消息，近日，银保监会召开促进民营银行健康发展建议提案座谈会。座谈会上，各位代表委员对深化民营银行改革发展、完善民营银行体制机制、优化民营银行监管框架、推动民营银行支持实体经济等方面提出了有针对性的意见建议。银保监会将按照会议精神，进一步梳理代表委员的意见建议，会同有关部门认真研究吸收，拿出切实可行的措施，不断改进监管工作，推动民营银行实现规范发展。（e公司） ? 行业 理财子公司开业锣响 四家银行打头阵布局理财产品 去年以来，资管新规、理财新规等相继出台，商业银行理财子公司也进入落地的快车道，银行纷纷踊跃地筹备设立理财子公司，迄今为止，已经有11家理财子公司获批筹建，其中，工商银行、建设银行、中国银行、交通银行四家国有大行的理财子公司进度快人一步，已经陆续开业。（每日经济新闻） 涉违规扣费争端 环迅支付的合规难题 环迅支付近期麻烦不断，刚刚收到央行最高处罚金额，又再次涉及无故扣费问题。近日，在21CN聚投诉平台上，环迅支付频繁被用户投诉存在无缘无故扣款的问题。而此前几日，该公司刚刚因罚没近6000万元创下第三方支付机构历史上最大罚单纪录。（北京商报） @分析人士：此次重罚从品牌声誉、企业经营业绩等方面给环迅 支付带来重创，迫使其正视自身混乱的内部管理，从根源上对现有的内控合规架构进行整改。 消费金融ABS发行回暖?巨头平分天下 从今年发行情况看，相比年初的低沉，消费金融ABS市场慢慢回血。纵观整个ABS市场，据央行最新数据披露，6月ABS市场环比增近九成。从参与消费金融ABS发行主体上看，巨头之外的非持牌机构表现仍不活跃。记者在采访中发现，金融科技巨头们对ABS的发行仍较为热衷。（北京商报） @分析人士：对于金融科技类公司而言，ABS属于相对优质资金渠道，未来市场空间仍较为广阔。 网贷逾期 先锋董事长称面临危机 投资人：曾与监管沟通 7月23日，先锋集团董事长张振新向全体员工发内部信，他表示，集团遇到了前所未有的困境和危机，在对广大投资者感到深深歉意的同时，希望用最短时间扭转当下的不利局面。有投资人称，自己于7月22日去了北京金融监管局，与监管方沟通最新的进展。据其介绍，目前在等朝阳处非办约谈网信，等网信提交的自查报告。然后 监管方才可能形成书面材料上报及进行下一步的工作。此外，截至7月23日先锋系港股上市公司中新控股(08207)已连续停牌15天。（新京报） 红岭创投将于8月5日进行第十四次兑付? 7月23日，红岭创投对外公告称，拟于8月5日（周一）9:30进行第十四次兑付，兑付金额为截止到7月22日的可兑付金额5000万元。公告称，平台此前已实施11次兑付，合计已兑付约8.2亿元。目前平台已实施十三次兑付安排，合计已兑付约9.5亿元。公告还提及，对目前延缓兑付给出借人带来的困惑与不安（原本应于7月23日兑付），再次表示诚挚的歉意。（金评媒） 深圳P2P平台信融财富宣布良性退出 7月23日，深圳 P2P平台信融财富对外公告良性退出。根据公告，信融财富目前仍有13500多出借人，应付总计22亿多，应兑付本金15亿多。兑付计划按照先本金后收益的方式进行。（金评媒） 观点 曾刚：理财子公司的成立代表银行对适应未来趋势的一种尝试 在资管新规落地之后，银行理财转型步履不停，多家银行公告设立理财子公司，迄今为止，已经有11家银行系理财子公司获批筹建。国家金融与发展实验室副主任曾刚在2019国际货币论坛上接受记者采访时表示，理财子公司的成立有助于银行转型。（每日经济新闻） @曾刚：目前，银行转型面临着非常大的挑战，尤其是在零售端，金融科技投入力度很大；另一方面，在银行内部做系统改造很困难，因为连接原来其他业务的核心系统整体改造成本很高，而且容易受到阻碍，但是对于新成立的机构而言，可以发展出一个全新的架构，而不管原来的核心系统如何。银行 理财子公司的成立不光是承载了银行一项业务的转化，也代表着 银行对适应未来发展趋势的一种尝试。 ???????????????? {IMG:2} 金评媒JPMJPM责任编辑 作者的其他文章 {IMG:3} {IMG:4} 孙宇晨：不作死就不会死！ {IMG:5} {IMG:6} 央行正推动条码支付互联互通、互认互扫 {IMG:7} {IMG:8} 深圳P2P平台信融财富宣布良性退出 {IMG:9} {IMG:10} 情报：20家财险公司被责令停止使用问题产品；新安银行与30家平台解除合作；付融宝被立案侦查 {IMG:11} {IMG:12} 银保监会发布《商业银行股权托管办法》 {IMG:13} {IMG:14} 付融宝涉嫌非法集资已被立案侦查 实控人等4人被逮捕 {IMG:15} {IMG:16} 互联网信息服务严重失信主体或将被实施失信联合惩戒 {IMG:17} {IMG:18} 情报：银保监会部署房贷检查；云南发布第四批平台退出名单；科创板25股首日平均涨幅涨140%,环迅支付;红岭创投;信融财富,1,环迅支付;红岭创投,1,信融财富;红岭创投;环迅支付
979,1957,,又不巧，最近P2P平台跑路成风，联璧金融也炸雷跑路，本来该斐讯兜底的现在也不认账，很多消费者被这个庞氏骗局坑骗，甚至还闹到京东总部维权要求赔偿,联璧金融;京东,1,联璧金融,1,联璧金融;京东
1005,2004,????#北京爆料[超话]##小资钱包涉嫌诈骗[超话]##聚焦海淀公安#  国务国资委解思忠，全国地方金融办主任汤烫 国有金融监事会孙希岳，经济学家务院参事任玉玲作为公务人员，在海淀区小资钱包公司(资易贷平台)开业的时候，为小资钱包公司站台代言虚假宣传，导致成千上万不明真相的出借人上当受骗，经济损失惨 ?????,????#北京爆料[超话]##小资钱包涉嫌诈骗[超话]##聚焦海淀公安#  国务国资委解思忠，全国地方金融办主任汤烫 国有金融监事会孙希岳，经济学家务院参事任玉玲作为公务人员，在海淀区小资钱包公司(资易贷平台)开业的时候，为小资钱包公司站台代言虚假宣传，导致成千上万不明真相的出借人上当受骗，经济损失惨 ?????,国有投资;小资钱包;小资钱包公司(资易贷平台);资易贷,1,小资钱包;小资钱包公司(资易贷平台),1,小资钱包公司(资易贷平台)
1012,2015,,钱爸爸平台案件情况通报显示，福田分局持续加强对深圳市钱爸爸电子商务有限公司(钱爸爸平台)涉嫌非法吸收公众存款案的侦查力度，并全力做好追赃挽损工作，保护群众合法权益,深圳市钱爸爸电子商务有限公司;钱爸爸,1,深圳市钱爸爸电子商务有限公司,1,深圳市钱爸爸电子商务有限公司;钱爸爸
1018,2023,????#小资钱包[超话]##小资钱包[超话]#资易贷“小资钱包”诈骗事实：1虚构房产证，平台向出借人公开标的都是北京房产都是假的；2虚拟标的额和借款人；3虚假的回款信息。至今为止绝大多数出借人没有拿到一分钱，小资钱包不是非法吸收公共存款，而是用各种欺骗手段诈骗出借人资金，不能认定为非法吸收公共存 ?????,????#小资钱包[超话]##小资钱包[超话]#资易贷小资钱包诈骗事实：1虚构房产证，平台向出借人公开标的都是北京房产都是假的；2虚拟标的额和借款人；3虚假的回款信息。至今为止绝大多数出借人没有拿到一分钱，小资钱包不是非法吸收公共存款，而是用各种欺骗手段诈骗出借人资金，不能认定为非法吸收公共存 ?????,小资钱包;资易贷,1,小资钱包,1,资易贷;小资钱包
1041,2077,#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##小资钱包涉嫌诈骗[超话]# 2019年4月26日，北京市公安局海淀分局对资易贷（北京）金融信息服务有限公司旗下“小资钱包”平台以“非法吸收公众存款”的情况立案侦查 作为平台受害者，遭遇被骗以来，我们最关心的是案件进展 我们每...全文：  ?,#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包涉嫌诈骗[超话]##小资钱包涉嫌诈骗[超话]# 2019年4月26日，北京市公安局海淀分局对资易贷（北京）金融信息服务有限公司旗下小资钱包平台以非法吸收公众存款的情况立案侦查 作为平台受害者，遭遇被骗以来，我们最关心的是案件进展 我们每...全文： http://m.weibo.cn/6897290518/4381566555918961 ?,资易贷（北京）金融信息服务有限公司;小资钱包;恒丰银行;资易贷,1,资易贷（北京）金融信息服务有限公司;小资钱包,1,恒丰银行;资易贷（北京）金融信息服务有限公司;小资钱包
1046,2086,????#P2P网贷[超话]#为什么钱站凡普金科，爱钱进这个公司很多门店已经是人去楼空了，没他们的员工向求助要工资，中腾信，华夏信财的员工都有向我们要  ?????,????#P2P网贷[超话]#为什么钱站凡普金科，爱钱进这个公司很多门店已经是人去楼空了，没他们的员工向求助要工资，中腾信，华夏信财的员工都有向我们要 http://t.cn/AipgqdiB ?????,华夏信;华夏信财;爱钱进;中腾信;凡普金科;钱站,1,爱钱进;华夏信财;中腾信;凡普金科,1,爱钱进;华夏信财;中腾信;凡普金科;钱站
1054,2103,全国性187条网贷备案验收细则或将出台;永利宝发布清盘公告;泛华金融欲赴美IPO;警方开通“钱爸爸”逾期网上登记平台|情报, {IMG:1} 金评媒JPM ID：JPMMedia 关注 {IMG:2} {IMG:3} {IMG:4} 监管 全国性187条网贷备案验收细则或将于7-8月出台 近日，多位行业人士告知记者，监管方或将于7-8月间落实180余条的网贷备案验收细则。据接近监管方人士告诉记者，具体细则为187条。这是继7月16日中国互金协会及此前上海、广州、深圳、江苏等地互金协会集体发声后，针对P2P网贷平台的最新监管动向。（新京报） 行业 江苏互金协会：网贷平台需提前制定各类风险危机应对预案 7月17日，江苏互联网金融协会官方微信公众号发布《关于进一步强化江苏省网络借贷信息中介机构合规经营的通知》（以下简称《通知》），《通知》要求各网贷平台需提前制定各类风险危机应对预案，实时关注宏观经济、行业重大事件可能对本平台产生的影响，提前布局，提出各类风险应对预案，坚持问题导向，防范可能出现的网贷风险，提升应对突发事件的处理能力。(金评媒） 泛华金融欲赴美IPO冲刺房抵贷第一股 近日，深圳泛华联合投资集团有限公司（以下简称泛华金融）向美国证券交易委员会递交招股书，欲赴美上市，承销商分别为摩根大通证券有限责任公司、瑞士信贷证券（美国）有限责任公司、海通国际证券有限公司，泛华金融成功上市将使中国市场迎来房抵贷海外上市第一股。（每日经济新闻） 钱爸爸逾期新进展：警方已开通网上登记平台 7月16日，微信公众号福田警察发布关于《钱爸爸P2P平台处置工作新进展》的公告，公告称已开通网上登记平台，呼吁投资人抓紧提交材料。福田警方还提供了线上登记平台操作指引：投资人在关注福田警察微信公众号后可点击便民服务菜单栏、选择经侦业务进行线上登记。（金评媒） 中国互金协会：拟退出市场的网贷机构 应警示和督促其制定清退计划 7月16日，为贯彻落实全国互联网金融风险专项整治下一阶段工作部署和要求，促进互联网金融规范健康可持续发展，中国互联网金融协会在京组织召开专题座谈会。会议要求对确已不具备继续营运条件、拟退出市场的机构，应警示和督促其制定清退计划，增强退出全过程透明度。（金评媒） 永利宝发布清盘公告：谈笑间樯橹灰飞烟灭 7月16日，永利宝官网发布主动清盘，良性退出公告。公告显示，经公司高层深入讨论决定，自2018年7月16日起，停止平台发标，开始良性清盘兑付。公告显示，遥想公瑾当年，羽扇纶巾，谈笑间樯橹灰飞烟灭。上千家P2P公司如雨后春笋般在市场上涌现，担负起了互联网+，普惠金融，打破刚兑的历史使命。再看互金眼下，市场缺乏有效监管，劣币驱逐良币，平台运营成本居高不下，投资人信心崩塌；唯有清盘退出，才是唯一道路。（金评媒） 观点 中国人民大学副校长刘元春：财政和货币政策有微调空间 7月16日，国家统计局公布数据，上半年我国GDP约为41.9万亿元，按可比价格计算，同比增长6.8%。分季度来看，二季度增长6.7%，一季度增长6.8%。 就当前经济形势，中国人民大学副校长、国家发展与战略研究院执行院长刘元春认为防风险攻坚战大的方向无需改变，但财政政策、货币政策、监管政策都有预调微调的必要。随着去杠杆、强监管的推进，地方政府行为发生改变，当前正处于改革向实质性阶段迈进的临界点。 财政政策和货币政策的配套性也有待提高，一些大型项目需要资金配套，像棚改不宜一刀切，否则会带来较大的震荡。当然，在这些政策微调、预调过程中，防风险等攻坚改革的方向要坚持，需要认识到强监管、金融防风险等改革要想取得收益，必须要建立在政府行为模式有较大改变的基础上，否则银政关系、政企关系不可能得到根本性转变。（21世纪经济报道） 直播预告《黄金是个什么鬼》 世界杯期间，资金从市场当中流失的比较多，世界杯有关的竞猜、投资或者赞助等投资较多。现在世界杯已经结束了，这部分钱可能又重新流入到市场当中。那是不是又会开启新一波的行情呢？这一波触底之后黄金是否将迎来一波上涨的行情？ ⊙本期主题：世界杯结束，市场会反弹吗？ ⊙本期嘉宾：财经评论员?高延子 ⊙直播时间：7月18日（周三）晚上8点 ⊙观看方式：关注公众号金评媒JPM 长按识别下方的二维码 回复直播 就能得到直播链接啦！ {IMG:5} 入群和小伙伴一起看 长按下方二维码拉你入群 可以和嘉宾互动哦！ {IMG:6} ,华金融;永利宝;钱爸爸,1,永利宝;钱爸爸,1,永利宝;钱爸爸;钱爸爸
1060,2116,,.重要消息，快来看看，智云金融研究院在FAX6000平台做沪深3oo的小伙伴建议尽快出金并报警，骗孑常赢一伙要跑路了，现在又开了一个直播室，廣角财富，骗子的名字换了叫沈浪，这伙骗子从创惠到众益再到智云，看到帖子的朋友赶快出金，不要玩了，再玩下去，血本无归,廣角财富;FAX6000;众益;智云;智云金融;创惠,1,廣角财富;FAX6000;众益;智云;智云金融;创惠,1,创惠;廣角财富;智云金融;众益;FAX6000
1070,2159,#银监会[超话]#上海易贷网金融信息服务有限公司”通过“宜贷网”平台“供应链”产品集资是一个有预谋的诈骗，恶意注册103个空壳公隔，103个标，资金达1个亿，诈骗老百姓的钱来做股权资金转让。国丰达（广州）股权投资基金有限公司和上海复毅投资管理中心有限公司与上海易贷网四大股东都有参与。@财经评...全文：  ?,#银监会[超话]#上海易贷网金融信息服务有限公司通过宜贷网平台供应链产品集资是一个有预谋的诈骗，恶意注册103个空壳公隔，103个标，资金达1个亿，诈骗老百姓的钱来做股权资金转让。国丰达（广州）股权投资基金有限公司和上海复毅投资管理中心有限公司与上海易贷网四大股东都有参与。@财经评...全文： http://m.weibo.cn/6942251306/4375276232515525 ?,上海易贷网;宜贷网(沪);上海复毅投资管理中心有限公司;国丰达（广州）股权投资基金有限公司;易贷网;宜贷网;上海易贷网金融信息服务有限公司,1,上海易贷网;上海复毅投资管理中心有限公司;国丰达（广州）股权投资基金有限公司;宜贷网;上海易贷网金融信息服务有限公司,1,上海复毅投资管理中心有限公司;上海易贷网金融信息服务有限公司;宜贷网;国丰达（广州）股权投资基金有限公司
1086,2189,,2016年6月，昆明市人民政府发布，昆明市公安机关自依法对昆明泛亚有色金属交易所股份有限公司(简称昆明泛亚有色)及其交易(关联)公司、授权服务机构涉嫌犯罪立案侦查以来，经大量调查取证，基本查明涉嫌非法集资的犯罪事实,泛亚有色金属交易所;昆明泛亚有色金属交易所股份有限公司;昆明泛亚有色,1,昆明泛亚有色金属交易所股份有限公司;昆明泛亚有色,1,昆明泛亚有色金属交易所股份有限公司
1087,2191,, //@微店优选生活体验馆:请全国人民关注南京钱宝案件，南京公安跨省抓捕好几个投资人录忏悔录，诋毁钱旺公司，冻结公司所有资产，造成上千工人实业，几十万商家血本无归，强迫投资人报案，疯狂的删帖删QQ群让老百姓无处发声，暴力拦截和打压群众上访,钱旺;钱宝,1,钱宝,1,钱旺
1104,2220,甜菜金融大规模逾期后被甩锅 存管方众邦银行踩雷, 　　宣传称运营3年零逾期的甜菜金融被曝无法兑付。 　　日前，上证e互动平台有投资者称，甜菜金融出现大规模逾期。对此天风证券回复称，甜菜金融系天丰天财（武汉）金融信息服务有限公司运营平台，天风证券不直接持有该平台股权，公司子公司曾持有该平台部分股权，皆于2017年转让出售。目前天风证券与甜菜金融不存在任何股权关联或人事任免的情况。甜菜金融的业务情况对天风证券无影响。 　　而对于投资者提到的天风证券2017年将甜菜金融股权出售后，2018年仍能通过天风证券营业部购买到推荐的甜菜金融产品一事，天风证券仅回复称甜菜金融的产品仅能通过其自身平台购买。 　　查询贴吧及相关论坛发现，5月起有诸多投资人表示其标的出现了逾期，而甜菜金融方面给投资人的解释为借款人逾期、第三方失联。同时有投资人表示，其被天风证券推荐注册。蓝鲸财经多次致电甜菜金融，客服电话均无人接听。 　　早在去年8月即有投资人表示甜菜金融已两月未发新标。截至目前，甜菜金融官网最新标的仍显示开始时间为2018年6月28日，已近一年未发新标。 　　甜菜金融官网的运营数据披露至2019年3月。截至3月31日，甜菜金融借贷余额7299.44万，利息余额582.94万，逾期金额及笔数均为0。 　　企查查信息显示，2014年11月，甜菜金融获得天风天睿种子轮融资，金额未知。官网介绍称，天风天睿为天风证券的私募投资基金子公司。随后在多次工商变更中，天风证券参控股的天风天盈投资有限公司、天风天睿投资股份有限公司均曾出现在甜菜金融股东名单中。 　　17年3月天风天睿退出股东名单，18年7月天风天盈退出股东名单。目前，甜菜金融股东为武汉天盈投资集团有限公司（以下简称武汉天盈）、北京融数数据服务有限责任公司（以下简称北京融数）、辽宁百家创业投资有限公司，持股比例分别为49%、25.5%、25.5%。 　　值得一提的是，武汉天盈除控股股东武汉当代科技产业集团股份有限公司（以下简称当代集团）外，还出现了天风证券全资子公司天风创新投资有限公司、厦门国际信托有限公司等。 　　当代集团官网介绍称，其注册资本45亿元，截至2017年12月31日，总帐面资产近800亿元。当代集团参控股若干家上市公司，包括三特索道（SZ.002159）、当代明诚（SH.600136）等。 　　此外，甜菜金融的银行存管方也是武汉本地的民营银行众邦银行。 　　中国互联网金融协会数据显示，众邦银行对接多达20多家P2P平台的资金存管，包括恒安E贷、太安宝、友投友贷、友贷邦、贷贷通、渝信网、周到金服、钱上钱、钱座网、新富创投、甜菜金融、找银子、跃马财富、汇金易安、迅泊达、财通四海、滴水贷、小行家、玲珑金管家、真心帮、皓添金融、诚投在线、小鸽理财、湖湘财富、银程金服。这些平台大多为待收较小的P2P平台。 　　甜菜金融第二大股东背景融数同样大有来头，或为春晓资本系公司。 　　北京融数为融数信息科技集团有限公司（以下称融数集团）全资子公司，春晓资本曾宣称融数集团为其孵化的企业。目前工商信息中，融数集团法人及大股东均为王戎，春晓资本韩越仍为融数集团董事。 　　2018年5月，石河子春晓股权投资管理有限公司、新疆春晓汇商股权投资合伙企业（有限合伙）两家公司退出融数集团股东名单。同年8月，春晓资本韩越因涉嫌非法吸收公众存款罪被上海警方刑事拘留。春晓资本互金布局也陆续崩塌，5家p2p平台全部爆雷。 　　同时融数集团与春晓资本参投的君融贷、牛板金等也存在关联，目前两平台均已被立案。 　　企查查信息显示，牛板金运营主体浙江佐助金融信息服务有限公司，大股东佐助控股有限公司持股85%。而在工商信息的变更记录中，股东曾出现融数集团。警方通报显示，2018年7月5日牛板金涉非吸被立案。而就在立案的前一天，融数集团在工商信息中退出佐助控股股东。 　　君融贷法人吴隽、董事罗鹏，分别在融数集团参投的北京即思教育科技有限公司、北京好课多信息技术有限公司人董事、法定代表人及股东等职位。2015年，融数集团王戎控股的北京瑞金麟网络技术服务有限公司也曾为君融贷股东。 　　 （责任编辑：马欣）,众邦银行;甜菜金融;天丰天财（武汉）金融信息服务有限公司,1,甜菜金融;天丰天财（武汉）金融信息服务有限公司,1,天丰天财（武汉）金融信息服务有限公司;众邦银行;甜菜金融
1119,2254,,2018年6月26日，上海市公安局杨浦分局根据群众报案，对上海中吴财富投资管理集团有限公司（中吴财富理财平台）涉嫌非法吸收公众存款罪立案侦查，并对公司负责人高某依法采取刑事拘留强制措施,中吴财富;上海中吴财富投资管理集团有限公司,1,中吴财富;上海中吴财富投资管理集团有限公司,1,上海中吴财富投资管理集团有限公司
1123,2264,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]#@头条新闻 @北京警务督察 @北京12345 @北京政法委 @北京金融局 @石景区金融办 充当炮灰，吃苦的是你。  小资钱包的炮灰充当者潘博艺，常用那些车轱辘的言论来忽悠出借人：备案成功这牌照就值2、3个亿足以还上这逾期的钱款，备不了案，愿拿 ?????,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]#@头条新闻 @北京警务督察 @北京12345 @北京政法委 @北京金融局 @石景区金融办 充当炮灰，吃苦的是你。  小资钱包的炮灰充当者潘博艺，常用那些车轱辘的言论来忽悠出借人：备案成功这牌照就值2、3个亿足以还上这逾期的钱款，备不了案，愿拿 ?????,小资钱包;恒丰银行,1,小资钱包,1,恒丰银行;小资钱包
1138,2293,????#恒丰银行与小资钱包1[超话]##头号直通中纪委[超话]##扫黑除恶[超话]#小资钱包诈骗平台有黑社会做靠山，虽然已经立案，但请国家政府官员查处涉嫌协助小资钱包诈骗企业，帮我们出借人把血汗钱追回来，名单如下 1.北京正聚源通鼎信用管理有限公司 2.长沙否极商务咨询有限公司合肥分公司 3.北京鼎聚恒企业 ?????,????#恒丰银行与小资钱包1[超话]##头号直通中纪委[超话]##扫黑除恶[超话]#小资钱包诈骗平台有黑社会做靠山，虽然已经立案，但请国家政府官员查处涉嫌协助小资钱包诈骗企业，帮我们出借人把血汗钱追回来，名单如下 1.北京正聚源通鼎信用管理有限公司 2.长沙否极商务咨询有限公司合肥分公司 3.北京鼎聚恒企业 ?????,长沙否极商务咨询有限公司合肥分公司;小资钱包;恒丰银行;北京正聚源通鼎信用管理有限公司,1,长沙否极商务咨询有限公司合肥分公司;小资钱包;北京正聚源通鼎信用管理有限公司,1,恒丰银行;长沙否极商务咨询有限公司合肥分公司;小资钱包;北京正聚源通鼎信用管理有限公司
1157,2333,????[文件] 四川华澳新桥集团下的北京华澳翼时代信息技术有限责任公司的余盆网与北京华澳融信国际投资管理咨询有限公司并案核查，北京华澳翼时代也以“非吸”立案我们出借人绝不答应！！出借人一切都按政府各种政策投的平台“三证”齐全，一切合规合法，无缝监管。实控人是在处非办某些人的袒护?下、资金在 ?????,????[文件] 四川华澳新桥集团下的北京华澳翼时代信息技术有限责任公司的余盆网与北京华澳融信国际投资管理咨询有限公司并案核查，北京华澳翼时代也以非吸立案我们出借人绝不答应！！出借人一切都按政府各种政策投的平台三证齐全，一切合规合法，无缝监管。实控人是在处非办某些人的袒护?下、资金在 ?????,北京华澳融信;四川华澳新桥集团;北京华澳翼时代;余盆网;北京华澳翼时代信息技术有限责任公司;北京华澳融信国际投资管理咨询有限公司,1,四川华澳新桥集团;北京华澳翼时代;北京华澳翼时代信息技术有限责任公司;余盆网;北京华澳融信国际投资管理咨询有限公司,1,余盆网;北京华澳融信国际投资管理咨询有限公司;四川华澳新桥集团;北京华澳翼时代信息技术有限责任公司
1158,2334,//@资易贷受害人:#小资钱包涉嫌诈骗[超话]# #中纪委监察部[超话]# 嚣张跋扈的网贷诈骗平台小资钱包官商勾结，无法无天 请看看小资钱包的真诈骗假清盘，因为害怕法律制裁，毫无诚意的单方出了个所谓1%兑付的方案坚决要求海淀经侦立案取证，揭露他的诈骗行径！解决实际问题，尽快返还出借受害百姓血汗钱,//@资易贷受害人:#小资钱包涉嫌诈骗[超话]# #中纪委监察部[超话]# 嚣张跋扈的网贷诈骗平台小资钱包官商勾结，无法无天 请看看小资钱包的真诈骗假清盘，因为害怕法律制裁，毫无诚意的单方出了个所谓1%兑付的方案坚决要求海淀经侦立案取证，揭露他的诈骗行径！解决实际问题，尽快返还出借受害百姓血汗钱,小资钱包;资易贷,1,小资钱包,1,资易贷;小资钱包
